,method,dataset,missing_schema,accuracy,balanced_accuracy,f1_score,roc_auc,missing_rate,fold,n_neighbors
212,KNN_hard,Employee,MCAR,0.9857764876632801,0.5,0.992837304487648,0.6944244128746906,0.5,2,5.0
213,KNN_proba,Employee,MCAR,0.9857764876632801,0.5,0.992837304487648,0.6932044902766761,0.5,2,5.0
214,EM,Employee,MCAR,0.9857764876632801,0.5,0.992837304487648,0.634524260234129,0.5,2,
215,Oracle,Employee,MCAR,0.9856313497822932,0.5,0.9927636868649953,0.6810945562234032,0.5,3,
216,Naive,Employee,MCAR,0.9856313497822932,0.5,0.9927636868649953,0.6812061120704914,0.5,3,
217,KNN_hard,Employee,MCAR,0.9856313497822932,0.5,0.9927636868649953,0.6768212235742791,0.5,3,5.0
218,KNN_proba,Employee,MCAR,0.9856313497822932,0.5,0.9927636868649953,0.6754721415301594,0.5,3,5.0
219,EM,Employee,MCAR,0.9856313497822932,0.5,0.9927636868649953,0.6791267110807679,0.5,3,
220,Oracle,Employee,MCAR,0.9856313497822932,0.5,0.9927636868649953,0.7003714066002388,0.5,4,
221,Naive,Employee,MCAR,0.9856313497822932,0.5,0.9927636868649953,0.6964699267747421,0.5,4,
222,KNN_hard,Employee,MCAR,0.9856313497822932,0.5,0.9927636868649953,0.700210766180432,0.5,4,5.0
223,KNN_proba,Employee,MCAR,0.9856313497822932,0.5,0.9927636868649953,0.6954867479090716,0.5,4,5.0
224,EM,Employee,MCAR,0.9856313497822932,0.5,0.9927636868649953,0.6954807982638935,0.5,4,
225,Oracle,Employee,MAR1,0.9856334349151067,0.5,0.9927647445735585,0.6637636672972362,0.5,0,
226,Naive,Employee,MAR1,0.9856334349151067,0.5,0.9927647445735585,0.660943950696601,0.5,0,
227,KNN_hard,Employee,MAR1,0.9856334349151067,0.5,0.9927647445735585,0.5766588142913232,0.5,0,5.0
228,KNN_proba,Employee,MAR1,0.9856334349151067,0.5,0.9927647445735585,0.6490493866818956,0.5,0,5.0
229,EM,Employee,MAR1,0.9856334349151067,0.5,0.9927647445735585,0.6556376485705107,0.5,0,
230,Oracle,Employee,MAR1,0.9856334349151067,0.5,0.9927647445735585,0.6833871696945901,0.5,1,
231,Naive,Employee,MAR1,0.9856334349151067,0.5,0.9927647445735585,0.6781061498375985,0.5,1,
232,KNN_hard,Employee,MAR1,0.9856334349151067,0.5,0.9927647445735585,0.5641321935491547,0.5,1,5.0
233,KNN_proba,Employee,MAR1,0.9856334349151067,0.5,0.9927647445735585,0.6765029565382923,0.5,1,5.0
234,EM,Employee,MAR1,0.9856334349151067,0.5,0.9927647445735585,0.6656910685179236,0.5,1,
235,Oracle,Employee,MAR1,0.9857764876632801,0.5,0.992837304487648,0.7017229153145357,0.5,2,
236,Naive,Employee,MAR1,0.9857764876632801,0.5,0.992837304487648,0.6927297420735079,0.5,2,
237,KNN_hard,Employee,MAR1,0.9857764876632801,0.5,0.992837304487648,0.651364300137016,0.5,2,5.0
238,KNN_proba,Employee,MAR1,0.9857764876632801,0.5,0.992837304487648,0.6737848849787265,0.5,2,5.0
